# board=pi5
# config=solo
# repeats=1000
# expected_active_cores=1
# runner=crisp_run_paper_matrix.sh
[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 2400000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=1000, active_cores=1, lock_freq_khz=2400000
# cpu0=gsm_dec (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=gsm_dec cycles=1860989 instructions=2783612 cache-misses=151
[sample=301] cpu=0 bench=gsm_dec cycles=1845490 instructions=2784038 cache-misses=20
[sample=302] cpu=0 bench=gsm_dec cycles=1838022 instructions=2784038 cache-misses=13
[sample=303] cpu=0 bench=gsm_dec cycles=1790411 instructions=2784038 cache-misses=15
[sample=304] cpu=0 bench=gsm_dec cycles=1749097 instructions=2784038 cache-misses=10
[sample=305] cpu=0 bench=gsm_dec cycles=1831433 instructions=2784038 cache-misses=15
[sample=306] cpu=0 bench=gsm_dec cycles=1787914 instructions=2784038 cache-misses=15
[sample=307] cpu=0 bench=gsm_dec cycles=1840171 instructions=2784038 cache-misses=17
[sample=308] cpu=0 bench=gsm_dec cycles=1828700 instructions=2784038 cache-misses=13
[sample=309] cpu=0 bench=gsm_dec cycles=1830767 instructions=2784038 cache-misses=15
[sample=310] cpu=0 bench=gsm_dec cycles=1844906 instructions=2784038 cache-misses=17
[sample=311] cpu=0 bench=gsm_dec cycles=1841535 instructions=2784038 cache-misses=14
[sample=312] cpu=0 bench=gsm_dec cycles=1828304 instructions=2784038 cache-misses=17
[sample=313] cpu=0 bench=gsm_dec cycles=1839988 instructions=2784038 cache-misses=17
[sample=314] cpu=0 bench=gsm_dec cycles=1845364 instructions=2784038 cache-misses=15
[sample=315] cpu=0 bench=gsm_dec cycles=1844486 instructions=2784038 cache-misses=13
[sample=316] cpu=0 bench=gsm_dec cycles=1830000 instructions=2784038 cache-misses=17
[sample=317] cpu=0 bench=gsm_dec cycles=1824467 instructions=2784038 cache-misses=11
[sample=318] cpu=0 bench=gsm_dec cycles=1833644 instructions=2784038 cache-misses=14
[sample=319] cpu=0 bench=gsm_dec cycles=1841306 instructions=2784038 cache-misses=14
[sample=320] cpu=0 bench=gsm_dec cycles=1838702 instructions=2784038 cache-misses=15
[sample=321] cpu=0 bench=gsm_dec cycles=1841028 instructions=2784038 cache-misses=8
[sample=322] cpu=0 bench=gsm_dec cycles=1838452 instructions=2784038 cache-misses=13
[sample=323] cpu=0 bench=gsm_dec cycles=1838298 instructions=2784038 cache-misses=17
[sample=324] cpu=0 bench=gsm_dec cycles=1837743 instructions=2784038 cache-misses=19
[sample=325] cpu=0 bench=gsm_dec cycles=1843993 instructions=2784038 cache-misses=17
[sample=326] cpu=0 bench=gsm_dec cycles=1839001 instructions=2784038 cache-misses=14
[sample=327] cpu=0 bench=gsm_dec cycles=1843032 instructions=2784038 cache-misses=14
[sample=328] cpu=0 bench=gsm_dec cycles=1839579 instructions=2784038 cache-misses=17
[sample=329] cpu=0 bench=gsm_dec cycles=1843596 instructions=2784038 cache-misses=16
[sample=330] cpu=0 bench=gsm_dec cycles=1828772 instructions=2784038 cache-misses=17
[sample=331] cpu=0 bench=gsm_dec cycles=1835672 instructions=2784038 cache-misses=12
[sample=332] cpu=0 bench=gsm_dec cycles=1843536 instructions=2784038 cache-misses=18
[sample=333] cpu=0 bench=gsm_dec cycles=1824065 instructions=2784038 cache-misses=15
[sample=334] cpu=0 bench=gsm_dec cycles=1839382 instructions=2784038 cache-misses=15
[sample=335] cpu=0 bench=gsm_dec cycles=1733590 instructions=2784038 cache-misses=15
[sample=336] cpu=0 bench=gsm_dec cycles=1837248 instructions=2784038 cache-misses=12
[sample=337] cpu=0 bench=gsm_dec cycles=1836663 instructions=2784038 cache-misses=12
[sample=338] cpu=0 bench=gsm_dec cycles=1835926 instructions=2784038 cache-misses=14
[sample=339] cpu=0 bench=gsm_dec cycles=1828176 instructions=2784038 cache-misses=18
[sample=340] cpu=0 bench=gsm_dec cycles=1836099 instructions=2784038 cache-misses=10
[sample=341] cpu=0 bench=gsm_dec cycles=1794856 instructions=2784038 cache-misses=19
[sample=342] cpu=0 bench=gsm_dec cycles=1809788 instructions=2784038 cache-misses=12
[sample=343] cpu=0 bench=gsm_dec cycles=1833651 instructions=2784038 cache-misses=13
[sample=344] cpu=0 bench=gsm_dec cycles=1841790 instructions=2784038 cache-misses=14
[sample=345] cpu=0 bench=gsm_dec cycles=1839328 instructions=2784038 cache-misses=20
[sample=346] cpu=0 bench=gsm_dec cycles=1840770 instructions=2784038 cache-misses=13
[sample=347] cpu=0 bench=gsm_dec cycles=1836748 instructions=2784038 cache-misses=16
[sample=348] cpu=0 bench=gsm_dec cycles=1832038 instructions=2784038 cache-misses=12
[sample=349] cpu=0 bench=gsm_dec cycles=1833897 instructions=2784038 cache-misses=19
[sample=350] cpu=0 bench=gsm_dec cycles=1838707 instructions=2784038 cache-misses=12
[sample=351] cpu=0 bench=gsm_dec cycles=1836963 instructions=2784038 cache-misses=14
[sample=352] cpu=0 bench=gsm_dec cycles=1845111 instructions=2784038 cache-misses=17
[sample=353] cpu=0 bench=gsm_dec cycles=1838876 instructions=2784038 cache-misses=15
[sample=354] cpu=0 bench=gsm_dec cycles=1836316 instructions=2784038 cache-misses=12
[sample=355] cpu=0 bench=gsm_dec cycles=1831378 instructions=2784038 cache-misses=15
[sample=356] cpu=0 bench=gsm_dec cycles=1839596 instructions=2784038 cache-misses=15
[sample=357] cpu=0 bench=gsm_dec cycles=1833723 instructions=2784038 cache-misses=15
[sample=358] cpu=0 bench=gsm_dec cycles=1828447 instructions=2784038 cache-misses=11
[sample=359] cpu=0 bench=gsm_dec cycles=1829656 instructions=2784038 cache-misses=17
[sample=360] cpu=0 bench=gsm_dec cycles=1836038 instructions=2784038 cache-misses=19
[sample=361] cpu=0 bench=gsm_dec cycles=1840607 instructions=2784038 cache-misses=15
[sample=362] cpu=0 bench=gsm_dec cycles=1833523 instructions=2784038 cache-misses=15
[sample=363] cpu=0 bench=gsm_dec cycles=1832012 instructions=2784038 cache-misses=21
[sample=364] cpu=0 bench=gsm_dec cycles=1840785 instructions=2784038 cache-misses=16
[sample=365] cpu=0 bench=gsm_dec cycles=1837479 instructions=2784038 cache-misses=17
[sample=366] cpu=0 bench=gsm_dec cycles=1835199 instructions=2784038 cache-misses=16
[sample=367] cpu=0 bench=gsm_dec cycles=1783945 instructions=2784038 cache-misses=12
[sample=368] cpu=0 bench=gsm_dec cycles=1781943 instructions=2784038 cache-misses=12
[sample=369] cpu=0 bench=gsm_dec cycles=1773263 instructions=2784038 cache-misses=10
[sample=370] cpu=0 bench=gsm_dec cycles=1841212 instructions=2784038 cache-misses=15
[sample=371] cpu=0 bench=gsm_dec cycles=1836320 instructions=2784038 cache-misses=16
[sample=372] cpu=0 bench=gsm_dec cycles=1851370 instructions=2784038 cache-misses=18
[sample=373] cpu=0 bench=gsm_dec cycles=1841071 instructions=2784038 cache-misses=18
[sample=374] cpu=0 bench=gsm_dec cycles=1837030 instructions=2784038 cache-misses=13
[sample=375] cpu=0 bench=gsm_dec cycles=1841888 instructions=2784038 cache-misses=18
[sample=376] cpu=0 bench=gsm_dec cycles=1836629 instructions=2784038 cache-misses=18
[sample=377] cpu=0 bench=gsm_dec cycles=1839740 instructions=2784038 cache-misses=14
[sample=378] cpu=0 bench=gsm_dec cycles=1842416 instructions=2784038 cache-misses=18
[sample=379] cpu=0 bench=gsm_dec cycles=1833362 instructions=2784038 cache-misses=18
[sample=380] cpu=0 bench=gsm_dec cycles=1834317 instructions=2784038 cache-misses=14
[sample=381] cpu=0 bench=gsm_dec cycles=1840162 instructions=2784038 cache-misses=12
[sample=382] cpu=0 bench=gsm_dec cycles=1847310 instructions=2784038 cache-misses=16
[sample=383] cpu=0 bench=gsm_dec cycles=1841150 instructions=2784038 cache-misses=13
[sample=384] cpu=0 bench=gsm_dec cycles=1840989 instructions=2784038 cache-misses=10
[sample=385] cpu=0 bench=gsm_dec cycles=1841157 instructions=2784038 cache-misses=16
[sample=386] cpu=0 bench=gsm_dec cycles=1844293 instructions=2784038 cache-misses=13
[sample=387] cpu=0 bench=gsm_dec cycles=1837793 instructions=2784038 cache-misses=13
[sample=388] cpu=0 bench=gsm_dec cycles=1836954 instructions=2784038 cache-misses=21
[sample=389] cpu=0 bench=gsm_dec cycles=1829828 instructions=2784038 cache-misses=15
[sample=390] cpu=0 bench=gsm_dec cycles=1836097 instructions=2784038 cache-misses=14
[sample=391] cpu=0 bench=gsm_dec cycles=1841477 instructions=2784038 cache-misses=13
[sample=392] cpu=0 bench=gsm_dec cycles=1853194 instructions=2784038 cache-misses=20
[sample=393] cpu=0 bench=gsm_dec cycles=1846703 instructions=2784038 cache-misses=15
[sample=394] cpu=0 bench=gsm_dec cycles=1836749 instructions=2784038 cache-misses=14
[sample=395] cpu=0 bench=gsm_dec cycles=1832196 instructions=2784038 cache-misses=10
[sample=396] cpu=0 bench=gsm_dec cycles=1840298 instructions=2784038 cache-misses=20
[sample=397] cpu=0 bench=gsm_dec cycles=1839552 instructions=2784038 cache-misses=7
[sample=398] cpu=0 bench=gsm_dec cycles=1836092 instructions=2784038 cache-misses=15
[sample=399] cpu=0 bench=gsm_dec cycles=1839257 instructions=2784038 cache-misses=15
[sample=400] cpu=0 bench=gsm_dec cycles=1841621 instructions=2784038 cache-misses=10
[sample=401] cpu=0 bench=gsm_dec cycles=1834592 instructions=2784038 cache-misses=14
[sample=402] cpu=0 bench=gsm_dec cycles=1830469 instructions=2784038 cache-misses=20
[sample=403] cpu=0 bench=gsm_dec cycles=1843205 instructions=2784038 cache-misses=17
[sample=404] cpu=0 bench=gsm_dec cycles=1835589 instructions=2784038 cache-misses=12
[sample=405] cpu=0 bench=gsm_dec cycles=1838607 instructions=2784038 cache-misses=18
[sample=406] cpu=0 bench=gsm_dec cycles=1836189 instructions=2784038 cache-misses=14
[sample=407] cpu=0 bench=gsm_dec cycles=1832845 instructions=2784038 cache-misses=14
[sample=408] cpu=0 bench=gsm_dec cycles=1839442 instructions=2784038 cache-misses=15
[sample=409] cpu=0 bench=gsm_dec cycles=1832423 instructions=2784038 cache-misses=17
[sample=410] cpu=0 bench=gsm_dec cycles=1821517 instructions=2784038 cache-misses=16
[sample=411] cpu=0 bench=gsm_dec cycles=1839169 instructions=2784038 cache-misses=11
[sample=412] cpu=0 bench=gsm_dec cycles=1835926 instructions=2784038 cache-misses=20
[sample=413] cpu=0 bench=gsm_dec cycles=1830112 instructions=2784038 cache-misses=15
[sample=414] cpu=0 bench=gsm_dec cycles=1837833 instructions=2784038 cache-misses=14
[sample=415] cpu=0 bench=gsm_dec cycles=1843065 instructions=2784038 cache-misses=13
[sample=416] cpu=0 bench=gsm_dec cycles=1838915 instructions=2784038 cache-misses=15
[sample=417] cpu=0 bench=gsm_dec cycles=1828072 instructions=2784038 cache-misses=13
[sample=418] cpu=0 bench=gsm_dec cycles=1835949 instructions=2784038 cache-misses=17
[sample=419] cpu=0 bench=gsm_dec cycles=1833543 instructions=2784038 cache-misses=14
[sample=420] cpu=0 bench=gsm_dec cycles=1830679 instructions=2784038 cache-misses=16
[sample=421] cpu=0 bench=gsm_dec cycles=1833217 instructions=2784038 cache-misses=18
[sample=422] cpu=0 bench=gsm_dec cycles=1818741 instructions=2784038 cache-misses=13
[sample=423] cpu=0 bench=gsm_dec cycles=1843638 instructions=2784038 cache-misses=18
[sample=424] cpu=0 bench=gsm_dec cycles=1822479 instructions=2784038 cache-misses=13
[sample=425] cpu=0 bench=gsm_dec cycles=1836592 instructions=2784038 cache-misses=18
[sample=426] cpu=0 bench=gsm_dec cycles=1838070 instructions=2784038 cache-misses=15
[sample=427] cpu=0 bench=gsm_dec cycles=1833670 instructions=2784038 cache-misses=30
[sample=428] cpu=0 bench=gsm_dec cycles=1831874 instructions=2784038 cache-misses=13
[sample=429] cpu=0 bench=gsm_dec cycles=1839955 instructions=2784038 cache-misses=20
[sample=430] cpu=0 bench=gsm_dec cycles=1841557 instructions=2784038 cache-misses=8
[sample=431] cpu=0 bench=gsm_dec cycles=1854864 instructions=2784038 cache-misses=18
[sample=432] cpu=0 bench=gsm_dec cycles=1834021 instructions=2784038 cache-misses=15
[sample=433] cpu=0 bench=gsm_dec cycles=1841183 instructions=2784038 cache-misses=12
[sample=434] cpu=0 bench=gsm_dec cycles=1838427 instructions=2784038 cache-misses=15
[sample=435] cpu=0 bench=gsm_dec cycles=1837487 instructions=2784038 cache-misses=11
[sample=436] cpu=0 bench=gsm_dec cycles=1838611 instructions=2784038 cache-misses=17
[sample=437] cpu=0 bench=gsm_dec cycles=1834127 instructions=2784038 cache-misses=13
[sample=438] cpu=0 bench=gsm_dec cycles=1827745 instructions=2784038 cache-misses=16
[sample=439] cpu=0 bench=gsm_dec cycles=1828454 instructions=2784038 cache-misses=17
[sample=440] cpu=0 bench=gsm_dec cycles=1841779 instructions=2784038 cache-misses=13
[sample=441] cpu=0 bench=gsm_dec cycles=1836271 instructions=2784038 cache-misses=15
[sample=442] cpu=0 bench=gsm_dec cycles=1833759 instructions=2784038 cache-misses=19
[sample=443] cpu=0 bench=gsm_dec cycles=1840089 instructions=2784038 cache-misses=9
[sample=444] cpu=0 bench=gsm_dec cycles=1838629 instructions=2784038 cache-misses=16
[sample=445] cpu=0 bench=gsm_dec cycles=1842423 instructions=2784038 cache-misses=21
[sample=446] cpu=0 bench=gsm_dec cycles=1842694 instructions=2784038 cache-misses=13
[sample=447] cpu=0 bench=gsm_dec cycles=1838639 instructions=2784038 cache-misses=12
[sample=448] cpu=0 bench=gsm_dec cycles=1837844 instructions=2784038 cache-misses=18
[sample=449] cpu=0 bench=gsm_dec cycles=1842714 instructions=2784038 cache-misses=38
[sample=450] cpu=0 bench=gsm_dec cycles=1826829 instructions=2784038 cache-misses=12
[sample=451] cpu=0 bench=gsm_dec cycles=1839289 instructions=2784038 cache-misses=18
[sample=452] cpu=0 bench=gsm_dec cycles=1828060 instructions=2784038 cache-misses=19
[sample=453] cpu=0 bench=gsm_dec cycles=1835824 instructions=2784038 cache-misses=13
[sample=454] cpu=0 bench=gsm_dec cycles=1832969 instructions=2784038 cache-misses=18
[sample=455] cpu=0 bench=gsm_dec cycles=1843273 instructions=2784038 cache-misses=12
[sample=456] cpu=0 bench=gsm_dec cycles=1837799 instructions=2784038 cache-misses=18
[sample=457] cpu=0 bench=gsm_dec cycles=1842055 instructions=2784038 cache-misses=15
[sample=458] cpu=0 bench=gsm_dec cycles=1841871 instructions=2784038 cache-misses=18
[sample=459] cpu=0 bench=gsm_dec cycles=1835225 instructions=2784038 cache-misses=14
[sample=460] cpu=0 bench=gsm_dec cycles=1842322 instructions=2784038 cache-misses=14
[sample=461] cpu=0 bench=gsm_dec cycles=1844238 instructions=2784038 cache-misses=12
[sample=462] cpu=0 bench=gsm_dec cycles=1828302 instructions=2784038 cache-misses=14
[sample=463] cpu=0 bench=gsm_dec cycles=1843111 instructions=2784038 cache-misses=13
[sample=464] cpu=0 bench=gsm_dec cycles=1841697 instructions=2784038 cache-misses=17
[sample=465] cpu=0 bench=gsm_dec cycles=1842649 instructions=2784038 cache-misses=13
[sample=466] cpu=0 bench=gsm_dec cycles=1843432 instructions=2784038 cache-misses=15
[sample=467] cpu=0 bench=gsm_dec cycles=1841304 instructions=2784038 cache-misses=11
[sample=468] cpu=0 bench=gsm_dec cycles=1837257 instructions=2784038 cache-misses=14
[sample=469] cpu=0 bench=gsm_dec cycles=1844109 instructions=2784038 cache-misses=14
[sample=470] cpu=0 bench=gsm_dec cycles=1838254 instructions=2784038 cache-misses=12
[sample=471] cpu=0 bench=gsm_dec cycles=1847693 instructions=2784038 cache-misses=27
[sample=472] cpu=0 bench=gsm_dec cycles=1832622 instructions=2784038 cache-misses=21
[sample=473] cpu=0 bench=gsm_dec cycles=1837100 instructions=2784038 cache-misses=16
[sample=474] cpu=0 bench=gsm_dec cycles=1833098 instructions=2784038 cache-misses=15
[sample=475] cpu=0 bench=gsm_dec cycles=1835328 instructions=2784038 cache-misses=15
[sample=476] cpu=0 bench=gsm_dec cycles=1842429 instructions=2784038 cache-misses=19
[sample=477] cpu=0 bench=gsm_dec cycles=1838196 instructions=2784038 cache-misses=15
[sample=478] cpu=0 bench=gsm_dec cycles=1830791 instructions=2784038 cache-misses=15
[sample=479] cpu=0 bench=gsm_dec cycles=1822451 instructions=2784038 cache-misses=13
[sample=480] cpu=0 bench=gsm_dec cycles=1799245 instructions=2784038 cache-misses=13
[sample=481] cpu=0 bench=gsm_dec cycles=1839929 instructions=2784038 cache-misses=11
[sample=482] cpu=0 bench=gsm_dec cycles=1838053 instructions=2784038 cache-misses=13
[sample=483] cpu=0 bench=gsm_dec cycles=1851018 instructions=2784038 cache-misses=12
[sample=484] cpu=0 bench=gsm_dec cycles=1842220 instructions=2784038 cache-misses=21
[sample=485] cpu=0 bench=gsm_dec cycles=1831294 instructions=2784038 cache-misses=15
[sample=486] cpu=0 bench=gsm_dec cycles=1834314 instructions=2784038 cache-misses=14
[sample=487] cpu=0 bench=gsm_dec cycles=1837704 instructions=2784038 cache-misses=18
[sample=488] cpu=0 bench=gsm_dec cycles=1831072 instructions=2784038 cache-misses=13
[sample=489] cpu=0 bench=gsm_dec cycles=1838571 instructions=2784038 cache-misses=18
[sample=490] cpu=0 bench=gsm_dec cycles=1849306 instructions=2784038 cache-misses=14
[sample=491] cpu=0 bench=gsm_dec cycles=1840803 instructions=2784038 cache-misses=18
[sample=492] cpu=0 bench=gsm_dec cycles=1838185 instructions=2784038 cache-misses=12
[sample=493] cpu=0 bench=gsm_dec cycles=1836311 instructions=2784038 cache-misses=15
[sample=494] cpu=0 bench=gsm_dec cycles=1842597 instructions=2784038 cache-misses=12
[sample=495] cpu=0 bench=gsm_dec cycles=1843599 instructions=2784038 cache-misses=18
[sample=496] cpu=0 bench=gsm_dec cycles=1848408 instructions=2784038 cache-misses=11
[sample=497] cpu=0 bench=gsm_dec cycles=1851913 instructions=2784038 cache-misses=16
[sample=498] cpu=0 bench=gsm_dec cycles=1844287 instructions=2784038 cache-misses=11
[sample=499] cpu=0 bench=gsm_dec cycles=1840116 instructions=2784038 cache-misses=16
[sample=500] cpu=0 bench=gsm_dec cycles=1831318 instructions=2784038 cache-misses=14
[sample=501] cpu=0 bench=gsm_dec cycles=1837916 instructions=2784038 cache-misses=14
[sample=502] cpu=0 bench=gsm_dec cycles=1848937 instructions=2784038 cache-misses=16
[sample=503] cpu=0 bench=gsm_dec cycles=1845395 instructions=2784038 cache-misses=13
[sample=504] cpu=0 bench=gsm_dec cycles=1844752 instructions=2784038 cache-misses=17
[sample=505] cpu=0 bench=gsm_dec cycles=1810353 instructions=2784038 cache-misses=18
[sample=506] cpu=0 bench=gsm_dec cycles=1844575 instructions=2784038 cache-misses=11
[sample=507] cpu=0 bench=gsm_dec cycles=1827634 instructions=2784038 cache-misses=12
[sample=508] cpu=0 bench=gsm_dec cycles=1837105 instructions=2784038 cache-misses=16
[sample=509] cpu=0 bench=gsm_dec cycles=1840726 instructions=2784038 cache-misses=15
[sample=510] cpu=0 bench=gsm_dec cycles=1833096 instructions=2784038 cache-misses=16
[sample=511] cpu=0 bench=gsm_dec cycles=1832709 instructions=2784038 cache-misses=14
[sample=512] cpu=0 bench=gsm_dec cycles=1841099 instructions=2784038 cache-misses=12
[sample=513] cpu=0 bench=gsm_dec cycles=1838063 instructions=2784038 cache-misses=15
[sample=514] cpu=0 bench=gsm_dec cycles=1777542 instructions=2784038 cache-misses=15
[sample=515] cpu=0 bench=gsm_dec cycles=1745147 instructions=2784038 cache-misses=12
[sample=516] cpu=0 bench=gsm_dec cycles=1782075 instructions=2784038 cache-misses=14
[sample=517] cpu=0 bench=gsm_dec cycles=1796788 instructions=2784038 cache-misses=18
[sample=518] cpu=0 bench=gsm_dec cycles=1830410 instructions=2784038 cache-misses=14
[sample=519] cpu=0 bench=gsm_dec cycles=1832294 instructions=2784038 cache-misses=17
[sample=520] cpu=0 bench=gsm_dec cycles=1828056 instructions=2784038 cache-misses=10
[sample=521] cpu=0 bench=gsm_dec cycles=1830458 instructions=2784038 cache-misses=16
[sample=522] cpu=0 bench=gsm_dec cycles=1840587 instructions=2784038 cache-misses=12
[sample=523] cpu=0 bench=gsm_dec cycles=1830052 instructions=2784038 cache-misses=15
[sample=524] cpu=0 bench=gsm_dec cycles=1843678 instructions=2784038 cache-misses=18
[sample=525] cpu=0 bench=gsm_dec cycles=1822914 instructions=2784038 cache-misses=12
[sample=526] cpu=0 bench=gsm_dec cycles=1783682 instructions=2784038 cache-misses=13
[sample=527] cpu=0 bench=gsm_dec cycles=1825776 instructions=2784038 cache-misses=13
[sample=528] cpu=0 bench=gsm_dec cycles=1834118 instructions=2784038 cache-misses=11
[sample=529] cpu=0 bench=gsm_dec cycles=1836766 instructions=2784038 cache-misses=12
[sample=530] cpu=0 bench=gsm_dec cycles=1843053 instructions=2784038 cache-misses=14
[sample=531] cpu=0 bench=gsm_dec cycles=1831953 instructions=2784038 cache-misses=13
[sample=532] cpu=0 bench=gsm_dec cycles=1839741 instructions=2784038 cache-misses=17
[sample=533] cpu=0 bench=gsm_dec cycles=1845179 instructions=2784038 cache-misses=12
[sample=534] cpu=0 bench=gsm_dec cycles=1839168 instructions=2784038 cache-misses=18
[sample=535] cpu=0 bench=gsm_dec cycles=1840036 instructions=2784038 cache-misses=18
[sample=536] cpu=0 bench=gsm_dec cycles=1834727 instructions=2784038 cache-misses=15
[sample=537] cpu=0 bench=gsm_dec cycles=1833367 instructions=2784038 cache-misses=20
[sample=538] cpu=0 bench=gsm_dec cycles=1842519 instructions=2784038 cache-misses=12
[sample=539] cpu=0 bench=gsm_dec cycles=1838636 instructions=2784038 cache-misses=19
[sample=540] cpu=0 bench=gsm_dec cycles=1840497 instructions=2784038 cache-misses=15
[sample=541] cpu=0 bench=gsm_dec cycles=1840048 instructions=2784038 cache-misses=15
[sample=542] cpu=0 bench=gsm_dec cycles=1828127 instructions=2784038 cache-misses=17
[sample=543] cpu=0 bench=gsm_dec cycles=1824796 instructions=2784038 cache-misses=17
[sample=544] cpu=0 bench=gsm_dec cycles=1830776 instructions=2784038 cache-misses=11
[sample=545] cpu=0 bench=gsm_dec cycles=1833946 instructions=2784038 cache-misses=13
[sample=546] cpu=0 bench=gsm_dec cycles=1839062 instructions=2784038 cache-misses=11
[sample=547] cpu=0 bench=gsm_dec cycles=1761869 instructions=2784038 cache-misses=18
[sample=548] cpu=0 bench=gsm_dec cycles=1814426 instructions=2784038 cache-misses=15
[sample=549] cpu=0 bench=gsm_dec cycles=1848829 instructions=2784038 cache-misses=15
[sample=550] cpu=0 bench=gsm_dec cycles=1816596 instructions=2784038 cache-misses=16
[sample=551] cpu=0 bench=gsm_dec cycles=1829680 instructions=2784038 cache-misses=12
[sample=552] cpu=0 bench=gsm_dec cycles=1794194 instructions=2784038 cache-misses=15
[sample=553] cpu=0 bench=gsm_dec cycles=1817295 instructions=2784038 cache-misses=18
[sample=554] cpu=0 bench=gsm_dec cycles=1831458 instructions=2784038 cache-misses=11
[sample=555] cpu=0 bench=gsm_dec cycles=1839552 instructions=2784038 cache-misses=12
[sample=556] cpu=0 bench=gsm_dec cycles=1843324 instructions=2784038 cache-misses=18
[sample=557] cpu=0 bench=gsm_dec cycles=1838628 instructions=2784038 cache-misses=15
[sample=558] cpu=0 bench=gsm_dec cycles=1830303 instructions=2784038 cache-misses=14
[sample=559] cpu=0 bench=gsm_dec cycles=1845754 instructions=2784038 cache-misses=13
[sample=560] cpu=0 bench=gsm_dec cycles=1836734 instructions=2784038 cache-misses=19
[sample=561] cpu=0 bench=gsm_dec cycles=1824397 instructions=2784038 cache-misses=12
[sample=562] cpu=0 bench=gsm_dec cycles=1836281 instructions=2784038 cache-misses=17
[sample=563] cpu=0 bench=gsm_dec cycles=1840691 instructions=2784038 cache-misses=17
[sample=564] cpu=0 bench=gsm_dec cycles=1835447 instructions=2784038 cache-misses=15
[sample=565] cpu=0 bench=gsm_dec cycles=1847425 instructions=2784038 cache-misses=10
[sample=566] cpu=0 bench=gsm_dec cycles=1827945 instructions=2784038 cache-misses=16
[sample=567] cpu=0 bench=gsm_dec cycles=1841025 instructions=2784038 cache-misses=15
[sample=568] cpu=0 bench=gsm_dec cycles=1852619 instructions=2784038 cache-misses=13
[sample=569] cpu=0 bench=gsm_dec cycles=1834608 instructions=2784038 cache-misses=18
[sample=570] cpu=0 bench=gsm_dec cycles=1828555 instructions=2784038 cache-misses=14
[sample=571] cpu=0 bench=gsm_dec cycles=1766996 instructions=2784038 cache-misses=14
[sample=572] cpu=0 bench=gsm_dec cycles=1842916 instructions=2784038 cache-misses=16
[sample=573] cpu=0 bench=gsm_dec cycles=1812780 instructions=2784038 cache-misses=15
[sample=574] cpu=0 bench=gsm_dec cycles=1775232 instructions=2784038 cache-misses=10
[sample=575] cpu=0 bench=gsm_dec cycles=1855078 instructions=2784038 cache-misses=20
[sample=576] cpu=0 bench=gsm_dec cycles=1842720 instructions=2784038 cache-misses=13
[sample=577] cpu=0 bench=gsm_dec cycles=1852857 instructions=2784038 cache-misses=10
[sample=578] cpu=0 bench=gsm_dec cycles=1844211 instructions=2784038 cache-misses=9
[sample=579] cpu=0 bench=gsm_dec cycles=1843109 instructions=2784038 cache-misses=18
[sample=580] cpu=0 bench=gsm_dec cycles=1824217 instructions=2784038 cache-misses=11
[sample=581] cpu=0 bench=gsm_dec cycles=1824238 instructions=2784038 cache-misses=18
[sample=582] cpu=0 bench=gsm_dec cycles=1837601 instructions=2784038 cache-misses=14
[sample=583] cpu=0 bench=gsm_dec cycles=1836086 instructions=2784038 cache-misses=14
[sample=584] cpu=0 bench=gsm_dec cycles=1772485 instructions=2784038 cache-misses=13
[sample=585] cpu=0 bench=gsm_dec cycles=1738898 instructions=2784038 cache-misses=18
[sample=586] cpu=0 bench=gsm_dec cycles=1823123 instructions=2784038 cache-misses=16
[sample=587] cpu=0 bench=gsm_dec cycles=1833167 instructions=2784038 cache-misses=15
[sample=588] cpu=0 bench=gsm_dec cycles=1843250 instructions=2784038 cache-misses=19
[sample=589] cpu=0 bench=gsm_dec cycles=1835244 instructions=2784038 cache-misses=21
[sample=590] cpu=0 bench=gsm_dec cycles=1842593 instructions=2784038 cache-misses=16
[sample=591] cpu=0 bench=gsm_dec cycles=1852537 instructions=2784038 cache-misses=19
[sample=592] cpu=0 bench=gsm_dec cycles=1842639 instructions=2784038 cache-misses=14
[sample=593] cpu=0 bench=gsm_dec cycles=1834287 instructions=2784038 cache-misses=14
[sample=594] cpu=0 bench=gsm_dec cycles=1830942 instructions=2784038 cache-misses=13
[sample=595] cpu=0 bench=gsm_dec cycles=1834393 instructions=2784038 cache-misses=21
[sample=596] cpu=0 bench=gsm_dec cycles=1830904 instructions=2784038 cache-misses=16
[sample=597] cpu=0 bench=gsm_dec cycles=1842678 instructions=2784038 cache-misses=21
[sample=598] cpu=0 bench=gsm_dec cycles=1837767 instructions=2784038 cache-misses=15
[sample=599] cpu=0 bench=gsm_dec cycles=1828186 instructions=2784038 cache-misses=21
[sample=600] cpu=0 bench=gsm_dec cycles=1835503 instructions=2784038 cache-misses=18
[sample=601] cpu=0 bench=gsm_dec cycles=1830826 instructions=2784038 cache-misses=20
[sample=602] cpu=0 bench=gsm_dec cycles=1836317 instructions=2784038 cache-misses=15
[sample=603] cpu=0 bench=gsm_dec cycles=1842184 instructions=2784038 cache-misses=15
[sample=604] cpu=0 bench=gsm_dec cycles=1836383 instructions=2784038 cache-misses=19
[sample=605] cpu=0 bench=gsm_dec cycles=1846795 instructions=2784038 cache-misses=17
[sample=606] cpu=0 bench=gsm_dec cycles=1828686 instructions=2784038 cache-misses=13
